"Profile_userId","side","ACC_vectorMagnitude","ACC_min_x","ACC_min_y","ACC_min_z","ACC_max_x","ACC_max_y","ACC_max_z","ACC_mean_x","ACC_mean_y","ACC_mean_z","ACC_var_x","ACC_var_y","ACC_var_z","ACC_std_x","ACC_std_y","ACC_std_z","ACC_skew_x","ACC_skew_y","ACC_skew_z","ACC_kurt_x","ACC_kurt_y","ACC_kurt_z","ACC_median_x","ACC_median_y","ACC_median_z","ACC_parcentile25_x","ACC_parcentile25_y","ACC_parcentile25_z","ACC_parcentile50_x","ACC_parcentile50_y","ACC_parcentile50_z","ACC_parcentile75_x","ACC_parcentile75_y","ACC_parcentile75_z","ACC_corr_xy","ACC_corr_yz","ACC_corr_xz","ACC_zerocross_x","ACC_zerocross_y","ACC_zerocross_z","ACC_energy_x","ACC_energy_y","ACC_energy_z","ACC_dominantFr_x","ACC_dominantFr_y","ACC_dominantFr_z","ACC_dominantMag_x","ACC_dominantMag_y","ACC_dominantMag_z","ACC_entropy_x","ACC_entropy_y","ACC_entropy_z","ACC_min_vm","ACC_max_vm","ACC_mean_vm","ACC_var_vm","ACC_std_vm","ACC_skew_vm","ACC_kurt_vm","ACC_median_vm","ACC_parcentile25_vm","ACC_parcentile50_vm","ACC_parcentile75_vm","ACC_energy_vm","ACC_dominantFr_vm","ACC_dominantMag_vm","ACC_entropy_vm","Profile_age","Profile_height_M","Profile_weight_KG","Profile_bmi","Profile_bsa_M2","Profile_gmfcs","Label_PA_Name"
"Us_1","Left",0.988283060277787,-0.711,-0.215,0.609,1.121,0.25,1.145,-0.0536900000000003,0.0962599999999998,0.805933333333332,0.294786796555184,0.0146812231438127,0.0087164370122631,0.542942719405265,0.121166097336725,0.0933618605869822,-0.0182020549484301,-0.989739390747933,0.580435232425788,-1.84458035310533,0.224817519699996,0.194718048545009,0.0605,0.066,0.805,-0.637,0.051,0.715,0.0605,0.066,0.805,0.48,0.199,0.867,-0.764378965569531,-0.595899202558058,0.680320422198009,5,1,23,89.0060370000001,7.16948200000001,197.464776,1,1,1,11619.3273918858,374.989728907261,180.493340577424,4.29512546976068,3.39895820481797,3.95285592881274,0.802542833747832,1.44021317866488,0.988283060277787,0.00210459140599499,0.0458758259434639,3.6071424123311,36.3724165601752,0.986751235114504,0.976022027794589,0.986751235114504,0.992842886153075,293.640295,31,3.94536200027057,5.56082247912172,11,1.32,25,14.3480257116621,0.972538779163391,2,"Lying"
"Us_1","Left",0.989200949093498,0.078,-0.02,0.848,0.574,0.164,0.992,0.318046666666666,0.0638733333333334,0.923683333333334,0.0183040580156076,0.000178906978818283,0.00176045791527313,0.135292490610557,0.0133756113437212,0.0419578111353909,-0.325646818703889,1.00823088948275,-0.324471338881964,-1.03999149233966,15.2590684073631,-0.955380214496255,0.34,0.063,0.93,0.172,0.055,0.895,0.34,0.063,0.93,0.41,0.07,0.965,0.266156122851481,-0.174521151444383,-0.954459406836949,5,35,9,35.819018,1.277434,256.483647,1,1,1,432.57751966244,2.29825593101784,40.4653427548927,3.94255906842727,2.25992114109022,3.19697187578101,0.946698473644064,1.04635271299882,0.989200949093498,8.20859322964403e-05,0.00906012871301729,1.19797070626933,10.5831945707604,0.989484209045275,0.98525643776823,0.989484209045275,0.992427074224879,293.580099,1,0.261984656743049,5.29254417440366,11,1.32,25,14.3480257116621,0.972538779163391,2,"Lying"
"Us_1","Left",0.986143596058178,0.051,0.047,0.941,0.27,0.098,1.004,0.141153333333333,0.0626133333333334,0.97214,0.00341631085841695,9.04051727982162e-05,0.00011645525083612,0.0584492160633224,0.00950816348188315,0.0107914434083732,0.516470796435846,0.797489177275111,-0.409691936143182,-1.13777975552695,0.151264548662052,0.0167971749357636,0.105,0.059,0.973,0.093,0.055,0.965,0.105,0.059,0.973,0.18,0.07,0.98,0.396856911624495,-0.522785366478573,-0.829325872906868,1,35,23,6.998756,1.20316,283.551673999999,1,3,1,104.909005380227,1.18020659860252,2.37524277583691,3.29383404357982,2.17488293459163,2.36393998884157,0.962666089565847,1.01264455758178,0.986143596058178,3.28842342243987e-05,0.00573447767668501,0.414806240727738,3.77560504445416,0.986155920579512,0.982687641095554,0.986155920579512,0.989216608948918,291.75359,29,0.0533365664250083,5.31181065413154,11,1.32,25,14.3480257116621,0.972538779163391,2,"Lying"
"Us_1","Left",0.991810518751863,-0.316,-0.449,0.563,0.664,0.105,1.23,0.391846666666667,-0.0772566666666667,0.87634,0.0373435416276476,0.0141440308918618,0.0069896900334448,0.193244771281522,0.118928679854196,0.083604366114724,-0.915059728034395,-0.901112179660809,0.608592763005932,0.533337389056566,1.11915472871398,2.62827225876564,0.432,-0.074,0.887,0.249,-0.102,0.801,0.432,-0.074,0.887,0.575,-0.031,0.934,0.093663896390704,0.367183216146045,-0.56717764355382,7,10,15,57.228862,6.019643,232.481456,1,2,1,658.886844941007,192.853905919995,114.721431168687,4.40608357145177,3.88789426291644,3.87521171954778,0.646029411095192,1.23708285898722,0.991810518751863,0.00208538283595004,0.0456659921161256,-0.679816311453258,20.6977625389099,0.991808946717287,0.985572041083207,0.991808946717287,0.99924796704962,295.729961,19,3.62126365619504,5.65757266261886,11,1.32,25,14.3480257116621,0.972538779163391,2,"Lying"
"Us_1","Left",0.988581992228354,-0.613,-0.051,0.691,0.652,0.125,1.176,0.24667,0.0664066666666667,0.944796666666667,0.0162916800334448,0.00196174042363433,0.00187879129319955,0.127638865685358,0.0442915389621351,0.0433450261644811,-0.368761127614124,-1.20762957987395,-0.125893153410149,6.0766933017589,0.116802392196977,7.84623107963204,0.223,0.078,0.953,0.148,0.06525,0.933,0.223,0.078,0.953,0.31,0.098,0.969,-0.631054527810545,0.607634629909579,-0.535191735149384,19,24,27,23.125039,1.909514,268.353981,4,1,1,163.245857280189,35.7442550182228,11.1057807091367,4.16133701441551,3.12621422787539,3.19229378130877,0.83812290268194,1.19974080534089,0.988581992228354,0.000669656831256787,0.0258777284794625,3.48722577779903,34.84436306128,0.9871970411288,0.982885410693803,0.9871970411288,0.991712407838593,293.388534,28,1.05468045551672,5.61423967130605,11,1.32,25,14.3480257116621,0.972538779163391,2,"Lying"
"Us_1","Left",0.990463255273658,-0.195,-0.277,0.707,0.535,0.402,1.184,0.35286,0.0562166666666666,0.900106666666666,0.0304336726421404,0.010561280657748,0.00417715915273134,0.17445249394073,0.102768091632316,0.0646309457824295,-0.752958309475693,-0.148950940240399,0.597222556795216,-0.528489474030716,1.47859032283237,0.84855172458811,0.398,0.031,0.877,0.233,0.02,0.848,0.398,0.031,0.877,0.516,0.113,0.949,-0.279426397063368,0.235837384331301,-0.719712607013631,17,29,23,46.4527219999999,4.105917,244.306574,1,1,1,800.941324039791,128.919812404494,70.9022243995881,4.30155691995312,3.80929022475096,3.6754618946841,0.773365372899511,1.25930933451635,0.990463255273658,0.00187282603950642,0.0432761601751636,0.797729205944516,11.8951850981228,0.991815002911329,0.982157564829535,0.991815002911329,0.998167686098708,294.865213,23,6.01195576577228,5.5180106478203,11,1.32,25,14.3480257116621,0.972538779163391,2,"Lying"
"Us_1","Left",0.990947866826461,-0.059,-0.273,0.809,0.598,0.293,1.074,0.35697,0.0204966666666667,0.916306666666666,0.0107666914046823,0.00302197657748049,0.00148689560758082,0.103762668646688,0.054972507469466,0.0385602853669527,-0.856470013878609,0.80613362789024,0.25479067375144,1.91865291428105,8.0094696990786,1.17922172443991,0.344,0.016,0.926,0.324,-0.008,0.887,0.344,0.016,0.926,0.442,0.035,0.934,-0.531167817884901,0.0145127899672242,-0.638907728238719,27,24,37,41.447515,1.029605,252.329954,1,1,1,159.659142888495,22.8742026231611,22.312265589593,4.01935852719777,3.42024400522022,3.30932492883526,0.857695167294302,1.1620774500867,0.990947866826461,0.000714955082360892,0.0267386439888206,0.461700481565776,15.31281627998,0.990790088304879,0.986137921388281,0.990790088304879,0.996557073126896,294.807073999999,43,1.97047682682698,5.60325354841937,11,1.32,25,14.3480257116621,0.972538779163391,2,"Lying"
"Us_1","Left",0.989416603173919,-1.07,-0.309,-0.277,0.746,0.328,1.172,-0.115873333333333,0.0680166666666666,0.712613333333333,0.302190539085842,0.00605760172798217,0.149888023901895,0.549718599908937,0.0778305963486222,0.387153747110751,-0.537557868108884,-0.80217811445215,-1.35834683730689,-1.28555905396082,3.73833275866159,0.400576901263026,0.186,0.066,0.924,-0.712,0.02,0.64525,0.186,0.066,0.924,0.281,0.129,0.953,0.354062304405086,0.312799031681172,0.811714245957474,14,39,30,94.38296,3.199103,197.161848,1,1,1,11222.8951290176,39.2438823974584,3146.22431235938,4.97063263027659,3.99634791826613,4.51729468042376,0.636215372338644,1.22660099461887,0.989416603173919,0.00354630972955078,0.0595509003252745,-0.0468900110639999,6.70086207094468,0.985434927834996,0.967431214179602,0.985434927834996,1.00889816092756,294.743911,59,7.66121026926353,5.68529854984126,11,1.32,25,14.3480257116621,0.972538779163391,2,"Lying"
"Us_1","Left",0.983324691256855,-0.113,0.094,0.898,0.266,0.238,1.008,0.0293133333333333,0.157636666666667,0.963983333333332,0.0109107509921962,0.00102320199554069,0.000167220457079152,0.104454540313939,0.0319875287501346,0.0129313749106254,0.52518001988191,0.675402492859043,-0.0968245974965407,-0.567653423113622,-0.219287173733772,2.69831843770865,0.047,0.148,0.965,-0.075,0.141,0.957,0.047,0.148,0.965,0.086,0.172,0.969,0.06679083753436,-0.108909334451475,-0.44295383750771,11,21,59,3.520096,7.76073299999999,278.829159,1,1,3,185.404759112972,19.6264746067921,0.666306559039895,3.77181919876592,3.11978141520573,2.4757765755092,0.915671338417885,1.02144848132444,0.983324691256855,0.000106198894256794,0.0103052847732022,-0.640354549683527,7.11218128976781,0.983083667205447,0.979272178712333,0.983083667205447,0.98852717356598,290.109988,26,0.226893340660446,5.48476185737901,11,1.32,25,14.3480257116621,0.972538779163391,2,"Lying"
"Us_1","Left",0.985891455771337,-1.117,0.09,0.293,0.301,0.566,1.242,-0.187013333333334,0.21492,0.89263,0.0513332372798216,0.0185260738461539,0.0279152840468228,0.226568394265002,0.136110520703412,0.16707867621819,-1.76635849655689,1.1975411836984,-1.9178767359618,2.4258774313173,-0.249031600505842,2.73686283111104,-0.102,0.145,0.965,-0.191,0.129,0.921,-0.102,0.145,0.965,-0.07,0.316,0.973,-0.634817311828515,-0.755801141335855,0.85801174317367,9,17,45,25.840834,19.396478,247.383165,1,1,1,787.77975796157,451.106807074063,439.577808903836,4.23844198102158,3.6088024675195,3.47657255769982,0.669283945721097,1.35956941713176,0.985891455771337,0.00343106431813385,0.0585752876060703,1.64988552014798,17.2815981477014,0.98229628926122,0.976040977865633,0.98229628926122,0.989530816193744,292.620476999999,27,6.62680578170526,5.61075135034762,11,1.32,25,14.3480257116621,0.972538779163391,2,"Lying"
